#rank	chr	start	end	strand
1931	2	164687445	164688497	+
1932	2	33033685	33034703	+
1933	4	88959303	88960275	+
1934	13	56996512	56997503	+
1935	5	74843872	74844389	+
1936	13	6305837	6306375	+
1937	19	53756896	53757711	+
1938	8	129658468	129658685	+
1939	8	25933965	25934886	+
1940	1	180989093	180991520	+
1941	7	108448836	108450173	+
1942	14	71034659	71035707	+
1943	6	71493957	71494935	+
1944	9	70521359	70522028	+
1945	17	29322274	29323060	+
1946	6	52188846	52190916	+
1947	12	3780697	3781593	+
1948	8	48081813	48082608	+
1949	6	52571494	52572260	+
1950	2	116719529	116720161	+
1951	6	116896026	116896801	+
1952	17	44702094	44702841	+
1953	13	40138436	40139314	+
1954	3	96724452	96725481	+
1955	13	100183377	100185025	+
1956	14	121597942	121599011	+
1957	6	103624999	103625724	+
1958	5	45313297	45314071	+
1959	10	23430418	23432651	+
1960	5	119638205	119638938	+
1961	3	35373322	35374193	+
1962	17	11272642	11273309	+
1963	8	15012556	15013231	+
1964	9	29169161	29169936	+
1965	12	57715241	57715833	+
1966	3	66225788	66227323	+
1967	6	94899610	94900096	+
1968	X	153928031	153928856	+
1969	14	46638965	46640094	+
1970	3	34229554	34230978	+
1971	2	75037321	75038153	+
1972	3	96048468	96049186	+
1973	6	52918850	52919705	+
1974	3	101998663	101999894	+
1975	1	92690706	92691428	+
1976	3	100901333	100901745	+
1977	6	108405891	108407172	+
1978	3	141887222	141888055	+
1979	19	58294232	58295381	+
1980	5	41761317	41761932	+
1981	2	172310327	172310667	+
1982	4	71179012	71179626	+
1983	5	148972205	148972746	+
1984	2	70405290	70407391	+
1985	4	85765143	85765414	+
1986	8	123810443	123810900	+
1987	6	112002365	112003230	+
1988	2	49574169	49575743	+
1989	2	10910744	10911470	+
1990	5	74173246	74174233	+
1991	18	5007757	5008305	+
1992	7	121970844	121971562	+
1993	17	83971531	83972392	+
1994	5	63809321	63809977	+
1995	10	125247115	125248224	+
1996	1	74823511	74823940	+
1997	5	127801695	127802018	+
1998	2	30562720	30564459	+
1999	11	58007150	58007927	+
2000	8	126239856	126240568	+
2001	2	32564383	32564904	+
2002	2	143345656	143346559	+
2003	4	71730076	71730760	+
2004	16	11597755	11598320	+
2005	9	17621375	17621883	+
2006	10	119198781	119199443	+
2007	15	31187953	31189023	+
2008	8	97870452	97871021	+
2009	12	12662130	12662713	+
2010	15	50961756	50962617	+
2011	2	157207849	157208324	+
2012	8	123517240	123518288	+
2013	8	9054963	9055718	+
2014	2	59437397	59438986	+
2015	2	159820358	159820949	+
2016	5	45460049	45460880	+
2017	1	195244963	195245883	+
2018	15	78320315	78320738	+
2019	5	99666396	99667520	+
2020	12	29591562	29592568	+
2021	3	104932318	104932604	+
2022	5	33695554	33696040	+
2023	5	68037311	68038664	+
2024	13	8545523	8545997	+
2025	10	66465901	66467950	+
2026	1	158978121	158979128	+
2027	2	136943053	136944349	+
2028	12	37000158	37000781	+
2029	15	57340551	57341582	+
2030	17	86328977	86330099	+
2031	18	84932994	84934834	+
2032	3	149507177	149508985	+
2033	12	10098243	10098457	+
2034	6	5048876	5050310	+
2035	9	32370072	32370837	+
2036	7	114808497	114809368	+
2037	8	80237610	80238753	+
2038	6	52970139	52970783	+
2039	4	117636841	117637611	+
2040	18	80492972	80493713	+
2041	17	37095153	37095797	+
2042	13	102488707	102489755	+
2043	9	48604383	48604767	+
2044	13	119503405	119505190	+
2045	8	91128495	91128789	+
2046	11	59226564	59227336	+
2047	18	66234531	66235447	+
2048	6	51002310	51003339	+
2049	5	37400988	37401670	+
2050	6	98208104	98209369	+
2051	12	77355935	77357215	+
2052	8	125104662	125105603	+
2053	4	149746415	149747888	+
2054	2	25034651	25035490	+
2055	10	122205700	122206687	+
2056	5	47713617	47714625	+
2057	12	26576290	26577001	+
2058	9	115051182	115051523	+
2059	17	89482193	89482731	+
2060	2	167412010	167413124	+
2061	6	127520574	127521471	+
2062	15	102789796	102791514	+
2063	14	29977177	29977888	+
2064	1	13850937	13851884	+
2065	1	94507458	94508177	+
2066	7	137180166	137180550	+
2067	4	154657191	154658661	+
2068	2	180921392	180922457	+
2069	12	95491132	95491681	+
2070	10	8533579	8534596	+
2071	7	71353475	71354036	+
2072	12	25808394	25809293	+
2073	14	47186538	47187069	+
2074	14	63750415	63751403	+
2075	5	143762332	143763117	+
2076	7	139385749	139386896	+
2077	14	23254896	23255487	+
2078	6	141443990	141444557	+
2079	17	63386429	63387329	+
2080	15	27727248	27727926	+
2081	4	136280870	136281263	+
2082	2	74457325	74458323	+
2083	9	33862209	33863010	+
2084	9	118658521	118659326	+
2085	1	56874734	56875484	+
2086	2	102660164	102661150	+
2087	X	11703619	11705216	+
2088	9	29344957	29345366	+
2089	6	97186067	97186691	+
2090	2	156684156	156684739	+
2091	1	191350384	191350807	+
2092	11	58115392	58116195	+
2093	6	94657246	94657707	+
2094	12	59168311	59168986	+
2095	11	111705117	111706128	+
2096	9	68643150	68643933	+
2097	7	77813746	77814292	+
2098	14	25942979	25943618	+
2099	10	40091354	40092459	+
2100	17	46754326	46754918	+
2101	11	90379080	90379715	+
2102	3	29096704	29097410	+
2103	5	132326459	132328507	+
2104	14	46563898	46565223	+
2105	1	156635046	156635712	+
2106	X	98943388	98943819	+
2107	17	87750178	87751982	+
2108	4	57620212	57620880	+
2109	18	25793147	25793801	+
2110	3	120685398	120685984	+
2111	11	17341558	17342519	+
2112	16	37988208	37989115	+
2113	8	81847561	81848432	+
2114	11	36116275	36117270	+
2115	7	74323866	74324337	+
2116	11	35056438	35057631	+
2117	7	89573565	89574324	+
2118	10	96510079	96510826	+
2119	9	44389531	44389784	+
2120	18	70025500	70026121	+
2121	1	91630942	91631423	+
2122	9	14184178	14185077	+
2123	1	31206179	31206843	+
2124	14	59108228	59108686	+
2125	12	6093848	6094671	+
2126	11	100406819	100407361	+
2127	5	16284291	16285020	+
2128	4	130384474	130385223	+
2129	18	47718510	47719638	+
2130	1	180658344	180659039	+
2131	4	151907059	151907505	+
2132	5	77798122	77798948	+
2133	12	86538326	86539514	+
2134	9	118415497	118416043	+
2135	1	38316546	38317077	+
2136	2	94976557	94977215	+
2137	5	124771113	124771622	+
2138	15	86307710	86308424	+
2139	13	32180124	32180690	+
2140	2	150574622	150575527	+
2141	15	6228457	6230782	+
2142	8	82440942	82441722	+
2143	3	149489647	149490625	+
2144	4	97374478	97375093	+
2145	5	93157314	93157906	+
2146	12	39542599	39543142	+
2147	3	51542884	51543618	+
2148	6	112502612	112504254	+
2149	18	47255161	47255747	+
2150	11	63569806	63571380	+
2151	14	12655384	12656046	+
2152	9	15161449	15162600	+
2153	15	12597318	12598218	+
2154	15	25214094	25214998	+
2155	10	119776059	119776719	+
2156	3	39258776	39259429	+
2157	6	55057916	55058760	+
2158	1	164154803	164156474	+
2159	17	71508344	71509209	+
2160	1	91744566	91746386	+
2161	1	165580517	165581632	+
2162	11	32132801	32133189	+
2163	9	59787323	59788512	+
2164	1	8113344	8114084	+
2165	8	37544405	37545233	+
2166	9	87418442	87419198	+
2167	6	19486660	19487330	+
2168	7	13063756	13064878	+
2169	3	66135895	66136783	+
2170	2	52380855	52381547	+
2171	12	82432107	82432776	+
2172	11	121817554	121818018	+
2173	5	121528401	121528975	+
2174	12	100564310	100564594	+
2175	8	31088981	31089685	+
2176	11	55421013	55421685	+
2177	10	53154480	53155265	+
2178	3	101045746	101046151	+
2179	6	35303906	35305229	+
2180	1	160872719	160873317	+
2181	9	36828751	36829092	+
2182	9	102880527	102881028	+
2183	X	49263610	49264174	+
2184	7	17460850	17462201	+
2185	12	57770400	57771664	+
2186	14	64300285	64300787	+
2187	4	13694309	13695226	+
2188	15	56638840	56639902	+
2189	1	62691162	62691894	+
2190	10	38578223	38579110	+
2191	10	10020862	10021455	+
2192	3	6241728	6242431	+
2193	4	84182469	84183143	+
2194	7	103680667	103681675	+
2195	1	180662926	180663665	+
2196	17	80148953	80149482	+
2197	15	42204281	42204864	+
2198	18	65680205	65681111	+
2199	11	20670341	20670617	+
2200	3	116865757	116866370	+
2201	1	106985187	106985918	+
2202	18	73733358	73734323	+
2203	6	21935019	21936666	+
2204	18	80825555	80826517	+
2205	7	30928125	30929124	+
2206	5	150194578	150195196	+
2207	4	9063085	9063613	+
2208	19	12531627	12532202	+
2209	15	72520086	72520848	+
2210	4	135698575	135701624	+
2211	14	34470507	34471055	+
2212	8	117078887	117079915	+
2213	2	102429902	102430534	+
2214	9	75398874	75399541	+
2215	14	22722901	22724227	+
2216	8	48812144	48812718	+
2217	5	98712536	98713646	+
2218	3	56235255	56235952	+
2219	3	135354755	135355237	+
2220	X	72101609	72101931	+
2221	3	80641393	80642080	+
2222	11	118100393	118101070	+
2223	17	78962136	78962827	+
2224	17	3637932	3638921	+
2225	12	57819365	57820030	+
2226	7	105578757	105579544	+
2227	6	47291576	47292019	+
2228	12	9854059	9854902	+
2229	9	63042934	63043842	+
2230	14	67928724	67929787	+
2231	19	5038004	5038652	+
2232	14	120782360	120782822	+
2233	7	139390361	139391012	+
2234	12	74629487	74630539	+
2235	4	89118369	89118928	+
2236	18	8125172	8125731	+
2237	15	93406430	93407424	+
2238	18	84310806	84311577	+
2239	5	90373982	90374928	+
2240	7	86611217	86612462	+
2241	13	47249540	47250532	+
2242	18	49353629	49354724	+
2243	5	12676686	12677294	+
2244	8	86707692	86708654	+
2245	4	114514729	114516659	+
2246	17	45893771	45894388	+
2247	1	76194727	76195477	+
2248	11	85671205	85671784	+
2249	19	7311967	7312454	+
2250	18	16196219	16197389	+
2251	5	43929506	43930587	+
2252	3	53097930	53098351	+
2253	1	164868045	164868858	+
2254	7	87586847	87588586	+
2255	2	133448109	133448821	+
2256	2	178693689	178694782	+
2257	13	46823376	46823947	+
2258	8	82505892	82506861	+
2259	6	143787138	143787713	+
2260	6	52426625	52427172	+
2261	11	61121754	61122425	+
2262	3	55184338	55185004	+
2263	14	29476851	29477804	+
2264	14	118762289	118762868	+
2265	4	85876829	85877716	+
2266	9	101716543	101717359	+
2267	11	95449293	95451050	+
2268	18	55486446	55486993	+
2269	19	18485254	18486085	+
2270	1	61290178	61291518	+
2271	1	14832357	14833027	+
2272	11	45406070	45407530	+
2273	3	109945849	109947750	+
2274	9	118873688	118874314	+
2275	7	143989543	143990275	+
2276	12	81314299	81315102	+
2277	4	46215168	46215964	+
2278	7	56733218	56733755	+
2279	6	83266096	83266981	+
2280	14	23408515	23409369	+
2281	2	172847267	172847945	+
2282	1	75979673	75980376	+
2283	9	50582921	50584479	+
2284	6	137103631	137104381	+
2285	3	55283060	55283911	+
2286	4	62637967	62639101	+
2287	8	130920669	130921651	+
2288	2	159538448	159539036	+
2289	18	76060894	76061668	+
2290	4	136480458	136480948	+
2291	2	18882216	18882729	+
2292	6	51831437	51831981	+
2293	10	25674238	25674848	+
2294	6	124687317	124688067	+
2295	16	96184476	96184969	+
2296	4	41575051	41575588	+
2297	10	85888224	85888963	+
2298	1	138484539	138486115	+
2299	3	151491035	151491917	+
2300	13	99342974	99344139	+
2301	6	137312427	137313257	+
2302	13	99273494	99274679	+
2303	2	35298734	35299347	+
2304	8	99277265	99277975	+
2305	8	27873529	27873811	+
2306	6	112003738	112004690	+
2307	11	88255110	88256148	+
2308	13	98974884	98975723	+
2309	6	146229450	146229931	+
2310	6	51009982	51011587	+
2311	7	143641144	143641773	+
2312	13	91326966	91327731	+
2313	2	178248060	178249026	+
2314	15	27927236	27928564	+
2315	10	121482799	121483914	+
2316	4	24765486	24766648	+
2317	7	76957745	76958729	+
2318	11	99963852	99964844	+
2319	2	50202839	50203711	+
2320	14	23834594	23835446	+
2321	13	26447971	26448449	+
2322	12	107505731	107506249	+
2323	9	62939770	62940063	+
2324	8	93351814	93352626	+
2325	17	50546322	50546940	+
2326	6	8068389	8069548	+
2327	7	130228003	130228707	+
2328	5	76858473	76859014	+
2329	15	93331693	93332316	+
2330	4	102595022	102595538	+
2331	12	103817159	103817902	+
2332	9	59869898	59870848	+
2333	19	7492618	7493945	+
2334	7	104889392	104889891	+
2335	2	151691949	151692558	+
2336	4	138812555	138813308	+
2337	16	55168083	55169388	+
2338	15	99727467	99728088	+
2339	2	33957757	33958599	+
2340	8	117092579	117093275	+
2341	6	148920014	148920791	+
2342	10	82646229	82647059	+
2343	17	44747296	44748060	+
2344	9	87266904	87267479	+
2345	8	80616949	80617757	+
2346	10	39040799	39041695	+
2347	2	168388662	168389175	+
2348	5	145464290	145465203	+
2349	2	140494196	140495243	+
2350	4	128347840	128348319	+
2351	16	57302752	57303416	+
2352	10	5275212	5275738	+
2353	1	11734803	11735595	+
2354	11	113055586	113056476	+
2355	15	55990215	55990904	+
2356	1	81740962	81741955	+
2357	17	17619744	17620350	+
2358	2	112397769	112398062	+
2359	7	79351698	79352191	+
2360	6	94011429	94012078	+
2361	7	149779602	149780338	+
2362	12	111261190	111261628	+
2363	X	44696074	44696691	+
2364	8	123527316	123528033	+
2365	18	80732368	80733014	+
2366	9	43376615	43377438	+
2367	3	39356242	39356842	+
2368	2	32389597	32390666	+
2369	3	68847686	68848409	+
2370	8	23169470	23170448	+
2371	7	75704465	75705122	+
2372	12	76934879	76935803	+
2373	1	75517481	75518863	+
2374	15	4740283	4740977	+
2375	10	45533698	45534118	+
2376	4	135702263	135703583	+
2377	18	75099437	75100504	+
2378	16	96413772	96414285	+
2379	11	119852277	119853319	+
2380	8	11259586	11260373	+
2381	5	73279858	73280382	+
2382	1	165837371	165838540	+
2383	10	42817484	42818060	+
2384	1	91382836	91383316	+
2385	1	108656289	108656791	+
2386	14	48975408	48976063	+
2387	6	99963714	99964334	+
2388	16	55260718	55261399	+
2389	7	138640463	138641137	+
2390	11	76312686	76313001	+
2391	2	75214344	75215253	+
2392	13	58758059	58758829	+
2393	7	90048210	90048930	+
2394	11	98803336	98804026	+
2395	2	48453119	48454254	+
2396	10	96007776	96008948	+
2397	13	31489050	31489556	+
2398	10	94575120	94575843	+
2399	11	100681321	100682149	+
2400	8	92201008	92202017	+
2401	1	74087302	74088215	+
2402	6	84883641	84883928	+
2403	11	87993458	87994563	+
2404	X	12101915	12103067	+
2405	16	85887849	85888514	+
2406	17	45463176	45464752	+
2407	10	10075371	10075594	+
2408	10	119910979	119914789	+
2409	12	35279018	35279853	+
2410	2	110026674	110027345	+
2411	1	150797771	150798132	+
2412	9	60796326	60796872	+
2413	13	53765307	53766080	+
2414	5	119930009	119931952	+
2415	1	38688567	38689119	+
2416	15	84528135	84528767	+
2417	13	78030424	78031171	+
2418	19	42943283	42944388	+
2419	18	16817036	16817517	+
2420	17	51627343	51627819	+
2421	6	54942241	54943278	+
2422	11	84729356	84729965	+
2423	5	118507268	118507780	+
2424	8	37655533	37655905	+
2425	16	95859400	95859797	+
2426	16	49289517	49289891	+
2427	10	56515060	56515684	+
2428	11	87969952	87970601	+
2429	10	26860171	26860794	+
2430	13	53403996	53405345	+
2431	14	103382180	103382643	+
2432	3	128941593	128942300	+
2433	6	38671278	38671931	+
2434	4	82047517	82048285	+
2435	11	67857561	67858100	+
2436	4	154067152	154068587	+
2437	12	31949343	31951130	+
2438	8	24768279	24768719	+
2439	11	63190323	63190912	+
2440	9	103288848	103289777	+
2441	17	51899424	51900401	+
2442	4	152136882	152137626	+
2443	12	60141253	60141762	+
2444	4	142212011	142213047	+
2445	2	169897256	169898057	+
2446	5	67791824	67792608	+
2447	15	60673381	60673768	+
2448	1	59432745	59433446	+
2449	13	63625844	63627686	+
2450	6	6735843	6736725	+
2451	3	149012511	149013050	+
2452	8	114332763	114333290	+
2453	12	9374602	9376517	+
2454	12	81212538	81213993	+
2455	14	47338025	47338599	+
2456	11	102639396	102640273	+
2457	10	117493495	117494194	+
2458	18	56206683	56208250	+
2459	6	34002975	34003483	+
2460	4	105199464	105199850	+
2461	19	34788812	34789270	+
2462	11	24828832	24829383	+
2463	3	51811285	51812385	+
2464	4	71146157	71146769	+
2465	13	60159119	60159705	+
2466	6	103996037	103996705	+
2467	3	39242759	39243640	+
2468	5	115618288	115619304	+
2469	18	69827305	69827958	+
2470	9	44543169	44544084	+
2471	9	22756615	22757629	+
2472	11	22907922	22908542	+
2473	X	53925371	53925779	+
2474	14	119118542	119119430	+
2475	17	68559778	68560317	+
2476	6	147704129	147705334	+
2477	8	28019017	28019768	+
2478	7	103798771	103799635	+
2479	12	57621169	57622035	+
2480	2	128891384	128891875	+
2481	3	121098734	121099687	+
2482	3	66658373	66659052	+
2483	4	114439612	114440340	+
2484	10	76439784	76440173	+
2485	7	117204417	117205391	+
2486	6	28441043	28441721	+
2487	3	95455771	95457006	+
2488	7	46930377	46931204	+
2489	8	98564045	98564685	+
2490	6	100909244	100910175	+
2491	4	37674408	37674951	+
2492	13	42862267	42862799	+
2493	18	48282618	48283419	+
2494	3	55559901	55560492	+
2495	7	73601974	73602600	+
2496	4	82156467	82157512	+
2497	1	181112957	181113643	+
2498	11	67849914	67850385	+
2499	1	77304477	77305057	+
2500	7	133415101	133415870	+
2501	16	97107279	97107923	+
2502	16	38248242	38249080	+
2503	2	110363419	110363887	+
2504	12	10397756	10398518	+
2505	5	106109440	106109977	+
2506	1	62421293	62421809	+
2507	3	35234627	35235658	+
2508	X	154168547	154169157	+
2509	15	102810366	102812176	+
2510	2	67482345	67483052	+
2511	2	31699773	31700618	+
2512	11	120172297	120172884	+
2513	1	142305845	142306467	+
2514	5	129107884	129108611	+
2515	4	114513581	114514295	+
2516	7	73985078	73986046	+
2517	14	80447105	80447493	+
2518	6	72337553	72338173	+
2519	9	61217630	61222703	+
2520	19	47402183	47403106	+
2521	10	95381177	95381721	+
2522	12	103691631	103692186	+
2523	12	9757247	9759390	+
2524	1	195934153	195934751	+
2525	13	31023180	31023718	+
2526	4	7142139	7142748	+
2527	9	64512029	64512808	+
2528	4	139323818	139324443	+
2529	13	60186097	60187009	+
2530	6	52150188	52151478	+
2531	11	17559877	17560876	+
2532	2	18763996	18764775	+
2533	8	92025392	92025876	+
2534	1	59424723	59426085	+
2535	X	11009703	11010670	+
2536	6	39236599	39237055	+
2537	17	59316798	59317194	+
2538	2	52448135	52448522	+
2539	2	115493347	115493944	+
2540	2	52718804	52720335	+
2541	16	79177485	79178137	+
2542	4	135607688	135608795	+
2543	15	59776608	59777733	+
2544	4	107263711	107264148	+
2545	17	45209139	45210221	+
2546	9	97572232	97573376	+
2547	4	40138909	40139086	+
2548	8	63310901	63311111	+
2549	1	90977760	90978915	+
2550	2	74510348	74513248	+
2551	8	70606066	70606832	+
2552	18	7004403	7005086	+
2553	5	82531681	82532667	+
2554	16	68655921	68656413	+
2555	8	105758124	105758726	+
2556	11	84521726	84522304	+
2557	18	68093221	68094541	+
2558	2	103407546	103408951	+
2559	1	11024268	11024789	+
2560	18	25791368	25791838	+
2561	2	66320109	66320689	+
2562	17	79859006	79859701	+
2563	6	87799807	87800519	+
2564	5	45673684	45674187	+
2565	4	97766692	97767881	+
2566	9	63905753	63906535	+
2567	11	74302647	74303036	+
2568	4	119357836	119358232	+
2569	16	18498213	18498908	+
2570	8	42912870	42913687	+
2571	3	156760610	156761070	+
2572	3	137215176	137215459	+
2573	6	144569143	144570175	+
2574	4	148364067	148364729	+
2575	5	23420532	23421188	+
2576	11	44788901	44789434	+
2577	18	69068985	69071251	+
2578	9	47036904	47037774	+
2579	9	79101281	79101971	+
2580	15	82755020	82755938	+
2581	3	66204664	66205337	+
2582	13	63532557	63533558	+
2583	12	74554252	74554968	+
2584	3	65454322	65454652	+
2585	2	117807827	117808278	+
2586	14	70061052	70061735	+
2587	10	84604077	84604820	+
2588	14	70401680	70402459	+
2589	13	37653600	37654782	+
2590	17	84326675	84327513	+
2591	19	58949487	58949909	+
2592	1	31152644	31152985	+
2593	9	59963348	59964058	+
2594	10	100254700	100255651	+
2595	7	143422417	143422724	+
2596	1	82108946	82109655	+
2597	11	58615311	58616296	+
2598	5	104844996	104845494	+
2599	14	47561006	47561857	+
2600	7	75261980	75262491	+
2601	11	87077284	87077888	+
2602	17	12944075	12944601	+
2603	2	84877267	84878423	+
2604	7	116814528	116815916	+
2605	7	26082463	26083262	+
2606	2	18743047	18743951	+
2607	9	32216942	32217874	+
2608	7	143248289	143249190	+
2609	3	136534343	136535319	+
2610	4	55858945	55859529	+
2611	16	74506326	74507080	+
2612	11	80658543	80659272	+
2613	12	50581412	50582346	+
2614	3	86564825	86565691	+
2615	1	120721773	120722663	+
2616	19	10153698	10154327	+
2617	1	126488063	126488627	+
2618	19	52429679	52430214	+
2619	16	35302551	35303177	+
2620	14	62911710	62912291	+
2621	11	96566111	96566585	+
2622	2	128534769	128535793	+
2623	3	79089845	79090627	+
2624	18	37978067	37978708	+
2625	15	80001704	80002865	+
2626	2	60235270	60235954	+
2627	8	92207209	92207948	+
2628	10	71856338	71856847	+
2629	11	79424555	79425256	+
2630	5	149401552	149402012	+
2631	5	3243448	3244152	+
2632	18	63006685	63007301	+
2633	6	94389464	94390297	+
2634	2	74722251	74722950	+
2635	4	138802083	138802983	+
2636	4	127106963	127107657	+
2637	8	112469116	112469638	+
2638	11	19886443	19888247	+
2639	1	77137431	77138110	+
2640	15	86309549	86310126	+
2641	5	96589120	96589885	+
2642	5	52995540	52996103	+
2643	3	85731077	85731768	+
2644	13	28732260	28732616	+
2645	7	25247684	25248438	+
2646	10	61007779	61008693	+
2647	8	49305920	49306592	+
2648	8	49385160	49386115	+
2649	12	21379205	21379958	+
2650	19	44638993	44639964	+
2651	18	57124147	57124777	+
2652	18	84062851	84063582	+
2653	17	62030060	62030676	+
2654	2	152656130	152657629	+
2655	10	94546197	94546622	+
2656	3	52848108	52848723	+
2657	8	47409714	47410242	+
2658	5	138611823	138612900	+
2659	11	32458560	32459171	+
2660	2	168436036	168436468	+
2661	6	100371759	100372654	+
2662	8	59035169	59035757	+
2663	15	102829889	102830641	+
2664	5	140543883	140544242	+
2665	2	169327941	169328836	+
2666	4	153348499	153349272	+
2667	4	117064015	117065031	+
2668	3	153377964	153378914	+
2669	12	93116284	93117041	+
2670	11	120126649	120127485	+
2671	17	84319846	84320583	+
2672	11	63866847	63867601	+
2673	17	46244349	46244677	+
2674	1	64211030	64211693	+
2675	1	54987773	54988524	+
2676	11	68119364	68120014	+
2677	3	30412555	30413866	+
2678	8	92294376	92295902	+
2679	1	134973441	134974355	+
2680	1	159382771	159383696	+
2681	18	55292843	55293870	+
2682	19	53139009	53139694	+
2683	3	63626855	63627489	+
2684	4	106002887	106003428	+
2685	2	84264422	84265509	+
2686	13	60703959	60704538	+
2687	8	104087579	104088074	+
2688	13	56265243	56266304	+
2689	1	10223228	10223852	+
2690	8	26453775	26454285	+
2691	6	93220131	93220755	+
2692	9	76044555	76045095	+
2693	1	165373462	165374754	+
2694	11	75078972	75079551	+
2695	4	135696646	135697189	+
2696	3	37875115	37876010	+
2697	5	118199399	118199712	+
2698	9	14446625	14447241	+
2699	12	44305451	44305873	+
2700	10	119855544	119856517	+
2701	2	130593181	130593477	+
2702	7	75624400	75625281	+
2703	7	77769946	77771153	+
2704	9	63797963	63798645	+
2705	15	77064208	77064771	+
2706	6	50353532	50353914	+
2707	6	71031946	71032542	+
2708	6	49916092	49916629	+
2709	11	35315331	35316182	+
2710	1	16283262	16283799	+
2711	8	114312279	114312675	+
2712	2	10203037	10203564	+
2713	17	8560380	8560830	+
2714	12	112726094	112726775	+
2715	16	58013572	58014102	+
2716	9	68658616	68658971	+
2717	1	170314111	170314694	+
2718	1	152797104	152797754	+
2719	12	57934680	57935190	+
2720	2	147947828	147948626	+
2721	2	119870884	119871571	+
2722	10	36832047	36832651	+
2723	3	41281038	41281892	+
2724	10	24952570	24953249	+
2725	16	92893614	92894256	+
2726	12	54072771	54073360	+
2727	17	50704723	50705531	+
2728	15	32023168	32024268	+
2729	17	11259969	11260815	+
2730	7	105868947	105870024	+
2731	2	3429551	3430301	+
2732	6	96529919	96531401	+
2733	17	65151567	65152487	+
2734	10	3162798	3163421	+
2735	13	103588272	103589194	+
2736	6	86474229	86477606	+
2737	4	32262781	32264260	+
2738	X	11581963	11582593	+
2739	11	57586851	57587670	+
2740	1	11967543	11968294	+
2741	6	144483546	144483865	+
2742	15	95647322	95647901	+
2743	1	121476577	121477216	+
2744	6	82993377	82994172	+
2745	4	154026260	154027174	+
2746	12	34904987	34905986	+
2747	5	103068850	103069649	+
2748	9	72044701	72045286	+
2749	12	34932175	34933107	+
2750	5	48395059	48395701	+
2751	17	32161437	32162546	+
2752	15	94233128	94234486	+
2753	13	44121131	44122509	+
2754	10	94976919	94977684	+
2755	8	6806722	6807381	+
2756	10	45526780	45527328	+
2757	5	134475593	134476408	+
2758	13	103073277	103073665	+
2759	11	120048529	120051346	+
2760	6	52193029	52196612	+
2761	19	53723284	53723963	+
2762	15	10615621	10615998	+
2763	17	86320723	86320970	+
2764	5	120255939	120256438	+
2765	11	88470005	88470573	+
2766	7	77958021	77958586	+
2767	8	28118918	28120543	+
2768	13	28866753	28867742	+
2769	7	140826688	140827230	+
2770	4	82691094	82692458	+
2771	12	88234353	88235044	+
2772	3	39170379	39171058	+
2773	8	118500959	118501591	+
2774	11	85552517	85553694	+
2775	6	19731565	19732182	+
2776	12	15569342	15570173	+
2777	17	47470350	47470804	+
2778	16	21245814	21246989	+
2779	3	156827387	156827952	+
2780	8	108734144	108735122	+
2781	12	118010483	118011063	+
2782	2	44879124	44880430	+
2783	12	108350249	108350785	+
2784	6	146526483	146527183	+
2785	11	98799465	98800246	+
2786	18	55156922	55157573	+
2787	10	66276828	66277444	+
2788	5	41452634	41453371	+
2789	2	10214894	10215705	+
2790	15	36983019	36983811	+
2791	3	135520029	135520683	+
2792	6	53881301	53882197	+
2793	1	90762020	90762537	+
2794	12	81075562	81076567	+
2795	4	33826124	33826782	+
2796	18	38632561	38632930	+
2797	9	110665522	110666039	+
2798	19	59821204	59821740	+
2799	9	75863266	75863918	+
2800	11	87059641	87060190	+
2801	8	125198632	125199329	+
2802	4	45743525	45743886	+
2803	1	170471076	170471590	+
2804	10	60269720	60270441	+
2805	16	30145224	30145872	+
2806	3	137526198	137526932	+
2807	3	131817585	131818254	+
2808	2	104106903	104107224	+
2809	12	27153810	27155012	+
2810	6	52393227	52393798	+
2811	1	24317053	24317823	+
2812	8	99562501	99563659	+
2813	10	13564723	13565120	+
2814	18	38963751	38964711	+
2815	10	31020233	31020483	+
2816	8	64107765	64108802	+
2817	10	110976525	110977283	+
2818	11	19609247	19609837	+
2819	X	54929027	54929590	+
2820	4	106812285	106812934	+
2821	12	82110469	82111459	+
2822	2	164489819	164490184	+
2823	4	155233323	155233913	+
2824	5	100156866	100157730	+
2825	18	25658903	25659451	+
2826	3	86226539	86227132	+
2827	8	123989698	123989958	+
2828	16	7279218	7280063	+
2829	11	8556206	8557422	+
2830	14	23416809	23417353	+
2831	8	118643937	118644598	+
2832	10	84980349	84981736	+
2833	10	111362187	111362979	+
2834	14	63833994	63834478	+
2835	4	154045295	154046762	+
2836	1	165391266	165391880	+
2837	6	81583445	81584137	+
2838	X	22738293	22738825	+
2839	13	64121775	64122612	+
2840	11	34868692	34869347	+
2841	15	52197784	52198257	+
2842	8	59440887	59441934	+
2843	19	56961912	56962717	+
2844	5	39262894	39263361	+
2845	6	138023961	138024162	+
2846	13	38055204	38056273	+
2847	12	110987659	110988678	+
2848	14	110793546	110794407	+
2849	9	57654689	57655660	+
2850	7	77493437	77495429	+
2851	11	97863794	97864248	+
2852	7	82599718	82601574	+
2853	2	94018479	94019270	+
2854	10	23463605	23464315	+
2855	12	15573466	15573887	+
2856	9	106790002	106790838	+
2857	X	153939652	153940182	+
2858	4	12520208	12520900	+
2859	3	97563651	97564441	+
2860	14	106658779	106659522	+
2861	8	106546258	106547425	+
2862	11	97701723	97702459	+
